NAME,MASS,R,A,PER,MULT,DENSITY
KOI 2563.02,0.537494525,0.84,0.0677,6.26139139,,
KOI 2569.01,2.626720866,1.32,0.0799,8.28163103,,
KOI 257.01,7.182272606,2.67,0.0749,6.8834055,,
KOI 2571.01,0.74244155,0.92,0.0164,0.826284195,,
KOI 2572.01,5.390204091,2.2,0.0691,6.37706089,,
KOI 2573.01,317.8166114,49.95,0.0208,1.347512247,,
KOI 2579.01,2.430203139,1.29,0.0386,2.72960336,,
KOI 2579.02,2.626720866,1.32,0.0464,3.5964055,,
KOI 2580.01,4.052378547,1.69,0.0415,3.11602791,,
KOI 2583.01,0.175428042,0.61,0.0392,3.03266154,,
KOI 2585.03,1.230602387,1.06,0.0802,7.87840906,,
KOI 2586.01,3.965133749,1.65,0.0333,2.131946513,,
KOI 2588.01,2.763166644,1.34,0.0522,5.77955922,,
KOI 2589.01,1.843841207,1.19,0.0143,0.664073806,,
KOI 2597.03,3.652831056,1.5,0.0647,5.61357629,,
KOI 2607.01,3.929174895,1.49,0.0161,0.754458321,,
KOI 2608.01,4.496286318,1.88,0.0435,2.76122421,,
KOI 2612.01,0.1227723,0.55,0.0509,4.61226344,,
KOI 2612.02,0.115279413,0.54,0.0708,7.57306383,,
KOI 2614.01,1.637835237,1.15,0.077,7.99019627,,
KOI 2615.01,3.693294028,1.52,0.0557,4.69500134,,
KOI 2617.01,3.795923074,1.57,0.0778,8.63043276,,
KOI 2619.01,4.546271201,1.9,0.0444,3.27646405,,
KOI 2623.01,0.686573514,0.9,0.065,5.57654784,,
KOI 2623.02,0.207185665,0.64,0.0523,4.0266532,,
KOI 2625.01,3.652831056,1.5,0.0465,3.81371974,,
KOI 2627.01,1.150239973,1.04,0.0758,8.3839865,,
KOI 2628.01,0.930276221,0.98,0.0275,1.68189002,,
KOI 2632.01,1.150239973,1.04,0.0781,7.12811928,,
KOI 2636.01,1.150239973,1.04,0.0511,3.88151335,,
KOI 2636.02,0.196168258,0.63,0.0592,5.1777226,,
KOI 2637.01,1.07341374,1.02,0.0499,3.98863276,,
KOI 2638.01,3.775219359,1.56,0.0344,2.524018115,,
KOI 2639.02,36.72302599,5.75,0.0329,2.121023807,,
KOI 2641.01,0.686573514,0.9,0.0445,3.55559864,,
KOI 2643.01,3.275610001,1.41,0.0815,9.08237046,,
KOI 2647.01,3.843458236,1.48,0.0795,8.83922659,,
KOI 2649.01,2.183152362,1.25,0.0751,7.56127224,,
KOI 265.01,2.008876857,1.22,0.0475,3.568096926,,
KOI 2656.01,2.560133708,1.31,0.0721,6.77360963,,
KOI 2657.01,0.101301037,0.52,0.0554,5.22404435,,
KOI 2662.01,0.101301037,0.52,0.0227,2.104338119,,
KOI 2663.01,0.242964089,0.67,0.0869,9.88736112,,
KOI 2668.01,2.183152362,1.25,0.0144,0.679336272,,
KOI 2674.03,1.189974748,1.05,0.0364,2.53573424,,
KOI 2675.01,4.302906346,1.8,0.0575,5.448325286,,
KOI 2675.02,0.537494525,0.84,0.02,1.116128999,,
KOI 2678.01,12.95669974,3.56,0.0454,3.833091178,,
KOI 2687.01,3.795923074,1.57,0.0302,1.716831717,,
KOI 2687.02,5.001135231,2.07,0.0854,8.16735028,,
KOI 2688.01,29.85311046,5.2,0.0504,5.424749281,,
KOI 2692.01,6.871129633,2.6,0.0215,1.257688763,,
KOI 2693.03,0.560497498,0.85,0.0626,6.83437001,,
KOI 2694.01,3.795923074,1.57,0.0163,0.84338011,,
KOI 2694.02,4.119094078,1.72,0.064,6.56606842,,
KOI 2695.01,317.8166114,87.76,0.0333,2.503431903,,
KOI 2699.01,3.673022927,1.51,0.0129,0.568874427,,
KOI 2700.01,5.616586062,2.27,0.015,0.910020015,,
KOI 2705.01,0.242964089,0.67,0.0256,2.886762645,,
KOI 2706.01,4.302906346,1.8,0.0465,3.097587634,,
KOI 2708.01,4.096728638,1.71,0.0164,0.868386528,,
KOI 2712.01,3.94361163,1.64,0.0789,7.50784391,,
KOI 2715.02,10.58633536,3.26,0.0302,2.226491086,,
KOI 2715.03,9.385382657,3.08,0.0566,5.72087524,,
KOI 2716.01,3.843458236,1.48,0.0183,0.962867382,,
KOI 2716.02,3.94361163,1.64,0.0651,6.46008273,,
KOI 2717.01,3.512112137,1.44,0.0195,0.929906678,,
KOI 2719.01,4.096728638,1.71,0.0466,4.115844679,,
KOI 2720.01,1.897838019,1.2,0.073,6.57158198,,
KOI 2723.01,4.726814867,1.97,0.0308,1.952710064,,
KOI 2725.01,317.8166114,24.28,0.0147,0.587471324,,
KOI 2730.01,0.801598271,0.94,0.0535,4.52158888,,
KOI 2733.01,6.576771867,2.53,0.0608,5.62005172,,
KOI 2734.01,7.046817128,2.64,0.0465,3.82590987,,
KOI 2735.01,3.123605174,1.39,0.0128,0.558841307,,
KOI 2736.01,4.944631052,2.05,0.0747,9.33646594,,
KOI 2739.02,1.036304426,1.01,0.0737,7.09559216,,
KOI 2742.01,0.864167731,0.96,0.0142,0.789161653,,
KOI 2747.01,3.879700299,1.61,0.0615,6.26406846,,
KOI 2748.02,1.111389265,1.03,0.0621,5.77721211,,
KOI 2753.01,0.74244155,0.92,0.0188,0.935118057,,
KOI 2754.01,1.314570998,1.08,0.0233,1.341555127,,
KOI 2755.01,0.537494525,0.84,0.0791,8.48293296,,
KOI 2756.01,0.930276221,0.98,0.0151,0.665026916,,
KOI 2756.02,0.74244155,0.92,0.0583,5.06993245,,
KOI 2759.01,0.964697681,0.99,0.0189,1.078084397,,
KOI 2764.01,2.065932908,1.23,0.028,2.2529737,,
KOI 2778.01,3.94361163,1.64,0.0313,2.215710358,,
KOI 2780.01,5.11673882,2.11,0.0449,3.35183158,,
KOI 2783.01,0.493585421,0.82,0.0111,0.526888071,,
KOI 2784.01,3.512112137,1.44,0.051,4.14245284,,
KOI 2785.01,4.279431951,1.79,0.0568,4.7683049,,
KOI 2789.01,1.843841207,1.19,0.044,3.40165668,,
KOI 279.03,0.659834598,0.89,0.0825,7.5144704,,
KOI 2792.01,0.269205183,0.69,0.0338,2.12823928,,
KOI 2793.01,5.175876819,2.13,0.0413,4.4968604,,
KOI 2793.02,3.843458236,1.48,0.0222,1.766789062,,
KOI 2797.01,4.302906346,1.8,0.019,0.86811809,,
KOI 2798.01,0.165682887,0.6,0.0156,0.916140768,,
KOI 2801.01,2.183152362,1.25,0.0776,6.99205491,,
KOI 2802.01,4.164217843,1.74,0.0514,3.8482213,,
KOI 2803.01,0.077099195,0.48,0.0337,2.37752807,,
KOI 2805.01,0.472651074,0.81,0.03,1.877882748,,
KOI 2807.01,317.8166114,67.64,0.0455,3.37571832,,
KOI 2813.01,0.327854194,0.73,0.0131,0.698461548,,
KOI 2815.01,0.156339702,0.59,0.0247,1.545392765,,
KOI 2816.01,3.123605174,1.39,0.0224,1.289588112,,
KOI 2817.01,3.593226578,1.45,0.0136,0.634002937,,
KOI 2820.01,1.493599409,1.12,0.039,3.0091324,,
KOI 2822.01,4.700470601,1.96,0.0521,4.44588291,,
KOI 2827.01,1.687854425,1.16,0.0656,7.06317341,,
KOI 283.03,0.327854194,0.73,0.0871,9.48814747,,
KOI 2832.01,1.00005227,1,0.0431,3.57554956,,
KOI 2833.01,2.183152362,1.25,0.0303,1.791876873,,
KOI 2835.01,3.43214029,1.43,0.054,6.30923438,,
KOI 2836.01,2.430203139,1.29,0.0363,2.94194094,,
KOI 2838.01,0.432753292,0.79,0.0768,7.69993485,,
KOI 2838.02,0.230571988,0.66,0.0558,4.77468005,,
KOI 2839.01,2.366848187,1.28,0.0269,2.164570968,,
KOI 2840.01,0.432753292,0.79,0.043,3.67934645,,
KOI 2840.02,0.343873514,0.74,0.0688,7.446473,,
KOI 2845.01,0.560497498,0.85,0.022,1.574090272,,
KOI 2849.01,1.00005227,1,0.0646,5.95960845,,
KOI 2851.01,4.326530238,1.81,0.0433,3.42063861,,
KOI 2851.02,1.447435038,1.11,0.022,1.239355549,,
KOI 2852.01,3.512112137,1.44,0.0153,0.675649486,,
KOI 2853.01,1.588791551,1.14,0.0231,1.407019914,,
KOI 2855.01,0.896771617,0.97,0.0233,1.400752463,,
KOI 2857.02,1.897838019,1.2,0.0801,7.44142113,,
KOI 2859.01,0.207185665,0.64,0.0393,3.4462039,,
KOI 2859.02,0.108125654,0.53,0.0274,2.00541269,,
KOI 2859.03,0.138816091,0.57,0.0455,4.28884513,,
KOI 2859.04,0.138816091,0.57,0.0351,2.90513091,,
KOI 2859.05,0.207185665,0.64,0.0532,5.43099314,,
KOI 2865.01,2.243329004,1.26,0.024,1.311555568,,
KOI 2866.01,0.60867188,0.87,0.0239,1.29123275,,
KOI 2869.01,1.952847544,1.21,0.0445,3.3004192,,
KOI 2871.02,0.832448568,0.95,0.059,5.36374214,,
KOI 2877.01,1.272131599,1.07,0.0598,5.30880656,,
KOI 2878.01,0.584218464,0.86,0.0426,3.89523349,,
KOI 2880.01,2.626720866,1.32,0.0153,0.740928422,,
KOI 2886.01,2.366848187,1.28,0.0171,0.881841146,,
KOI 2890.01,1.738856794,1.17,0.0845,8.98825111,,
KOI 2897.01,317.8166114,26.37,0.0136,0.584310405,,
KOI 2899.01,3.879700299,1.61,0.0625,5.77207901,,
KOI 2913.01,0.1227723,0.55,0.039,2.88879862,,
KOI 2915.01,1.272131599,1.07,0.0576,5.06093645,,
KOI 2916.01,0.832448568,0.95,0.0081,0.306937507,,
KOI 2919.01,317.8166114,23.18,0.036,2.522588632,,
KOI 2920.01,1.357929105,1.09,0.0699,6.73972381,,
KOI 2923.01,1.952847544,1.21,0.06,5.83892283,,
KOI 2924.01,0.771601124,0.93,0.031,2.279526656,,
KOI 2925.01,317.8166114,30.82,0.0149,0.71653139,,
KOI 2926.02,4.700470601,1.96,0.05,5.53608151,,
KOI 2936.01,0.74244155,0.92,0.0647,6.48021673,,
KOI 2949.02,1.540715576,1.13,0.0501,3.75032103,,
KOI 2951.01,0.283078198,0.7,0.0344,2.44357812,,
KOI 2956.01,0.360461012,0.75,0.0536,3.93766373,,
KOI 2957.01,0.242964089,0.67,0.0474,4.64490693,,
KOI 2961.01,1.790849906,1.18,0.0519,3.78470649,,
KOI 2962.01,0.896771617,0.97,0.034,2.17291192,,
KOI 2963.02,1.402214344,1.1,0.0763,7.35099992,,
KOI 297.01,3.929174895,1.49,0.0642,5.65179605,,
KOI 2970.01,0.537494525,0.84,0.0588,4.82052932,,
KOI 2971.01,0.560497498,0.85,0.0663,6.0960013,,
KOI 2977.01,0.395392364,0.77,0.039,2.78815679,,
KOI 2977.02,0.537494525,0.84,0.0508,4.13827595,,
KOI 2980.01,2.560133708,1.31,0.0276,1.638653058,,
KOI 2981.01,3.922200297,1.63,0.0771,9.06689421,,
KOI 2982.01,2.560133708,1.31,0.0474,4.022309329,,
KOI 2989.01,3.843458236,1.48,0.0633,6.3312784,,
KOI 2994.01,0.327854194,0.73,0.0301,2.03387914,,
KOI 2995.01,5.518036071,2.24,0.0642,5.19492202,,
KOI 3004.02,4.521193143,1.89,0.0743,7.03967764,,
KOI 3008.01,0.537494525,0.84,0.0417,2.99793191,,
KOI 3009.01,1.402214344,1.1,0.0152,0.764864926,,
KOI 3013.01,2.904009531,1.36,0.0466,3.765613537,,
KOI 3015.01,0.175428042,0.61,0.0439,3.6146051,,
KOI 3017.01,0.230571988,0.66,0.0338,2.46288711,,
KOI 3019.01,3.858606784,1.6,0.0497,4.17938195,,
KOI 3022.01,2.243329004,1.26,0.0385,2.76263462,,
KOI 3022.02,2.065932908,1.23,0.0576,5.05366499,,
KOI 3026.01,3.512112137,1.44,0.0426,3.51576315,,
KOI 3027.01,3.275610001,1.41,0.0617,6.0703203,,
KOI 3029.02,3.758896536,1.47,0.0641,6.34728429,,
KOI 3031.01,2.008876857,1.22,0.0748,7.64807008,,
KOI 3032.01,2.694396714,1.33,0.0144,0.63642408,,
KOI 3037.01,2.494629698,1.3,0.0588,5.46542874,,
KOI 3038.01,0.584218464,0.86,0.0248,1.49514952,,
KOI 304.01,20.9632864,4.38,0.0861,8.512035877,,
KOI 304.02,1.189974748,1.05,0.0645,5.5181712,,
KOI 3040.01,3.965133749,1.65,0.0562,4.80999283,,
KOI 3041.01,1.952847544,1.21,0.0582,5.08287001,,
KOI 3043.01,0.493585421,0.82,0.0408,3.08941419,,
KOI 3043.02,0.327854194,0.73,0.0723,7.2929891,,
KOI 3048.01,1.111389265,1.03,0.0526,4.73292085,,
KOI 3050.01,1.588791551,1.14,0.022,1.242640863,,
KOI 3053.02,3.675486983,1.46,0.0879,9.4768043,,
KOI 3056.01,2.626720866,1.32,0.0669,6.69960006,,
KOI 3060.01,0.297469107,0.71,0.0749,6.9131112,,
KOI 3061.01,317.8166114,88.52,0.0685,7.32849062,,
KOI 3065.01,1.189974748,1.05,0.0171,0.896384959,,
KOI 3068.01,0.864167731,0.96,0.0442,3.91679363,,
KOI 3068.02,0.472651074,0.81,0.0629,6.65169435,,
KOI 307.02,1.189974748,1.05,0.0613,5.21104261,,
KOI 3073.01,2.243329004,1.26,0.073,7.40986806,,
KOI 3075.01,0.771601124,0.93,0.0522,4.76559135,,
KOI 3077.01,4.209881582,1.76,0.0457,4.09577947,,
KOI 3077.02,3.795923074,1.57,0.0688,7.55839292,,
KOI 3083.02,0.156339702,0.59,0.067,6.23219191,,
KOI 3083.03,0.115279413,0.54,0.081,8.2942479,,
KOI 3088.01,3.123605174,1.39,0.0459,3.48412534,,
KOI 3089.01,2.904009531,1.36,0.0167,0.85854531,,
KOI 3090.01,1.07341374,1.02,0.0389,3.82222231,,
KOI 3094.01,2.976092484,1.37,0.0436,4.57699384,,
KOI 3102.01,0.175428042,0.61,0.0626,9.3210841,,
KOI 3104.01,2.763166644,1.34,0.0219,1.236865633,,
KOI 3105.01,0.432753292,0.79,0.0453,4.2123434,,
KOI 3106.01,1.357929105,1.09,0.0196,0.968972376,,
KOI 3108.01,4.471548311,1.87,0.0738,7.36272058,,
KOI 3110.01,1.843841207,1.19,0.0549,4.48487493,,
KOI 3111.02,2.183152362,1.25,0.0553,4.32849536,,
KOI 3112.01,3.673022927,1.51,0.0308,2.11889425,,
KOI 3113.01,1.111389265,1.03,0.0304,2.46050993,,
KOI 3114.01,0.156339702,0.59,0.0744,7.49134125,,
KOI 3115.01,3.675486983,1.46,0.0648,5.86601526,,
KOI 3117.01,1.843841207,1.19,0.0633,6.06671508,,
KOI 3119.01,2.243329004,1.26,0.0212,2.184435501,,
KOI 3120.01,2.694396714,1.33,0.0523,4.13592271,,
KOI 3122.01,0.584218464,0.86,0.0803,8.05333618,,
KOI 3125.01,0.801598271,0.94,0.0568,4.45343281,,
KOI 3127.01,2.243329004,1.26,0.0881,9.705716,,
KOI 3130.02,0.633872346,0.88,0.0565,5.65243986,,
KOI 3136.01,0.864167731,0.96,0.0306,2.39162484,,
KOI 3137.01,0.60867188,0.87,0.0222,1.332039553,,
KOI 3138.01,0.138816091,0.57,0.0378,8.68907042,,
KOI 3140.01,1.00005227,1,0.0536,5.68882689,,
KOI 3141.01,0.584218464,0.86,0.033,2.31942009,,
KOI 3144.01,2.494629698,1.3,0.0579,8.07392849,,
KOI 3145.01,3.795923074,1.57,0.0488,4.53700111,,
KOI 3145.02,1.637835237,1.15,0.0175,0.977310396,,
KOI 3156.01,24.9902477,4.77,0.0157,0.761122372,,
KOI 316.03,4.674314462,1.95,0.0748,7.305699922,,
KOI 3161.01,317.8166114,80.64,0.0744,6.09409446,,
KOI 3165.01,1.357929105,1.09,0.0551,4.11755272,,
KOI 3179.01,3.593226578,1.45,0.067,5.99077497,,
KOI 3184.01,0.930276221,0.98,0.0794,7.5459119,,
KOI 3184.03,0.138816091,0.57,0.0502,4.02024687,,
KOI 3190.01,0.327854194,0.73,0.0849,8.95296799,,
KOI 3196.01,0.207185665,0.64,0.0607,4.96064303,,
KOI 3196.02,0.472651074,0.81,0.0755,6.88298548,,
KOI 3204.01,3.795923074,1.57,0.0156,0.572937573,,
KOI 3207.01,7.002372965,2.63,0.0223,0.954391636,,
KOI 3208.01,2.243329004,1.26,0.0355,2.131661909,,
KOI 3224.01,0.130614438,0.56,0.0422,3.43862245,,
KOI 3225.01,0.493585421,0.82,0.0548,4.87543387,,
KOI 323.01,4.62255691,1.93,0.0621,5.835983111,,
KOI 3232.01,4.446976708,1.86,0.067,6.05922662,,
KOI 3234.01,0.432753292,0.79,0.0356,2.41811321,,
KOI 3236.01,0.25583784,0.68,0.0755,7.1304571,,
KOI 3246.01,4.446976708,1.86,0.0151,0.689967832,,
KOI 3248.01,0.218649734,0.65,0.0683,6.91261747,,
KOI 326.01,317.8166114,35.06,0.0991,8.97347856,,
KOI 3271.02,1.588791551,1.14,0.0684,7.41842544,,
KOI 330.01,5.266308338,2.16,0.079,7.97419807,,
KOI 330.02,1.111389265,1.03,0.0302,1.88897906,,
KOI 3308.02,0.659834598,0.89,0.0548,5.32786292,,
KOI 3319.02,3.837614359,1.59,0.0805,8.23984869,,
KOI 3319.03,1.272131599,1.07,0.0459,3.54553021,,
KOI 332.01,5.327773833,2.18,0.0632,5.458498316,,
KOI 332.02,0.472651074,0.81,0.0736,6.8667851,,
KOI 3340.01,0.584218464,0.86,0.0823,8.9539813,,
KOI 3344.02,2.626720866,1.32,0.0429,3.63899398,,
KOI 3370.02,2.304558854,1.27,0.0588,5.94220998,,
KOI 3374.01,1.272131599,1.07,0.0899,9.5085156,,
KOI 339.01,3.652831056,1.5,0.0306,1.980357663,,
KOI 3395.02,0.413762478,0.78,0.0552,5.0395851,,
KOI 3398.01,2.124022514,1.24,0.0747,7.31946363,,
KOI 3398.03,0.801598271,0.94,0.0526,4.32708542,,
KOI 3403.02,0.60867188,0.87,0.0656,6.15827512,,
KOI 341.01,8.900177512,3,0.0701,7.170732075,,
KOI 341.02,5.358867161,2.19,0.0529,4.699653236,,
KOI 3420.01,3.675486983,1.46,0.0646,5.7745081,,
KOI 3425.02,3.512112137,1.44,0.0454,3.15721824,,
KOI 3425.03,3.837614359,1.59,0.0819,7.64362322,,
KOI 3429.02,4.052378547,1.69,0.0832,8.74199772,,
KOI 3444.03,0.1227723,0.55,0.0315,2.63597899,,
KOI 3496.02,317.8166114,94.69,0.09,8.5435876,,
KOI 354.02,1.230602387,1.06,0.0761,7.37862283,,
KOI 3545.01,317.8166114,41.77,0.0172,1.092066425,,
KOI 355.01,4.944631052,2.05,0.0601,4.903321551,,
KOI 356.01,47.15992525,6.18,0.0276,1.827082299,,
KOI 3560.01,317.8166114,70.1,0.0235,1.501760175,,
KOI 3565.01,317.8166114,81.07,0.0382,2.637574199,,
KOI 3570.01,317.8166114,55.78,0.0267,1.824653352,,
KOI 3606.01,317.8166114,103.52,0.0353,2.181558785,,
KOI 361.01,2.763166644,1.34,0.0432,3.247555219,,
KOI 3627.02,317.8166114,361.98,0.0834,8.52999071,,
KOI 3631.01,317.8166114,79.06,0.0379,2.682766142,,
KOI 3636.01,317.8166114,85.73,0.0356,2.446735716,,
KOI 3685.02,3.879700299,1.61,0.0718,7.25931979,,
KOI 3689.01,317.8166114,13.15,0.0605,5.24090453,,
KOI 3692.01,317.8166114,62.04,0.0217,1.160153329,,
KOI 3700.01,317.8166114,115.87,0.0407,2.99025143,,
KOI 3721.01,317.8166114,41.81,0.068,6.40804274,,
KOI 3728.01,317.8166114,20.24,0.078,5.546083665,,
KOI 3730.01,317.8166114,60.18,0.015,0.668483776,,
KOI 3735.01,317.8166114,81.67,0.0835,8.096941332,,
KOI 3736.01,317.8166114,37.18,0.0136,0.642348692,,
KOI 3740.01,317.8166114,128.57,0.0152,0.656201004,,
KOI 3741.03,5.550627191,2.25,0.0593,5.11177904,,
KOI 3741.04,11.09655813,3.33,0.0905,9.630953,,
KOI 3742.01,317.8166114,69.71,0.0259,1.412523974,,
KOI 3756.01,317.8166114,13.48,0.0731,6.471754334,,
KOI 3767.01,317.8166114,16.46,0.0634,6.714251076,,
KOI 3770.01,86.87092932,7.48,0.0401,2.60721348,,
KOI 3773.01,317.8166114,1112.16,0.0158,1.103978001,,
KOI 3790.01,317.8166114,57.5,0.0182,0.890745321,,
KOI 3794.01,31.28964692,5.32,0.0129,0.653553572,,
KOI 3810.01,317.8166114,26.16,0.0147,1.013777428,,
KOI 3813.01,69.51307878,6.99,0.0594,4.8591993,,
KOI 3815.01,101.9940549,7.84,0.0579,4.742556359,,
KOI 3837.01,317.8166114,49.59,0.0761,7.4413025,,
KOI 384.01,4.596950671,1.92,0.0584,5.08005848,,
KOI 3848.01,3.775219359,1.56,0.0289,1.847889171,,
KOI 3854.01,317.8166114,592.29,0.0192,1.191049246,,
KOI 3855.01,317.8166114,63.83,0.0131,0.546248176,,
KOI 3856.01,317.8166114,301.38,0.0343,1.811966641,,
KOI 3864.01,317.8166114,180.72,0.0199,1.210693282,,
KOI 3867.01,3.754607027,1.55,0.0189,0.93875077,,
KOI 3875.01,317.8166114,13045.6,0.0807,8.870417153,,
KOI 388.01,12.19420063,3.47,0.0674,6.14955299,,
KOI 3880.01,1.111389265,1.03,0.0296,1.803701324,,
KOI 3886.01,317.8166114,34.67,0.0786,5.56650633,,
KOI 3892.01,0.537494525,0.84,0.0354,2.416601183,,
KOI 3893.01,5.751677875,2.31,0.0418,3.908632005,,
KOI 3911.01,3.123605174,1.39,0.0296,1.791110205,,
KOI 3913.01,6.576771867,2.53,0.014,0.582895567,,
KOI 3916.01,4.648344035,1.94,0.0525,5.33905686,,
KOI 3925.01,26.41354089,4.9,0.0865,9.2077989,,
KOI 3925.02,6.108823457,2.41,0.0371,2.5904434,,
KOI 3925.03,6.071813675,2.4,0.06,5.3227406,,
KOI 3928.01,2.304558854,1.27,0.0217,1.138543376,,
KOI 3933.01,3.275610001,1.41,0.0417,3.49078834,,
KOI 3935.01,2.83303589,1.35,0.0205,1.093663559,,
KOI 3954.02,4.674314462,1.95,0.0599,5.71668872,,
KOI 3963.01,,,,6.63431777,,
KOI 3984.01,5.390204091,2.2,0.0245,1.444453798,,
KOI 3991.01,1.402214344,1.1,0.023,1.570590666,,
KOI 4.01,317.8166114,13.1,0.0548,3.849371501,,
KOI 4002.01,3.353307488,1.42,0.0126,0.524176094,,
KOI 4004.01,5.518036071,2.24,0.0557,4.94328533,,
KOI 4021.01,4.916694924,2.04,0.0841,7.23532906,,
KOI 4021.02,3.922200297,1.63,0.0651,4.93209467,,
KOI 4024.01,5.235931347,2.15,0.0781,8.40691199,,
KOI 4032.01,0.832448568,0.95,0.0466,3.95116882,,
KOI 4032.02,0.515195225,0.83,0.0379,2.89223021,,
KOI 4032.03,1.111389265,1.03,0.0616,5.99273738,,
KOI 4032.04,0.801598271,0.94,0.0553,5.10115756,,
KOI 4032.05,0.413762478,0.78,0.0716,7.23522108,,
KOI 4034.01,5.453618406,2.22,0.0804,6.96710269,,
KOI 4035.01,317.8166114,62.79,0.0837,8.8110622,,
KOI 4053.01,0.537494525,0.84,0.0253,1.419749146,,
KOI 4056.01,317.8166114,64.89,0.0463,3.9513822,,
KOI 4067.01,10.03332241,3.18,0.0941,9.6886646,,
KOI 4072.01,0.493585421,0.82,0.0152,0.692979676,,
KOI 4084.03,1.897838019,1.2,0.0789,8.1961838,,
KOI 4097.01,0.74244155,0.92,0.0335,2.790649339,,
KOI 4097.02,0.165682887,0.6,0.0457,4.44905545,,
KOI 4098.01,5.998674486,2.38,0.0222,1.121732561,,
KOI 4099.01,3.199043923,1.4,0.0524,4.95062352,,
KOI 410.01,317.8166114,54.51,0.0725,7.216952132,,
KOI 4109.01,3.713646791,1.53,0.0145,0.655937713,,
KOI 4116.01,2.366848187,1.28,0.0147,0.783258387,,
KOI 4117.01,1.447435038,1.11,0.0489,4.24261881,,
KOI 412.01,84.94080659,7.43,0.0502,4.147020258,,
KOI 4124.01,1.738856794,1.17,0.0327,2.43142974,,
KOI 4126.01,3.754607027,1.55,0.081,8.10501635,,
KOI 4127.01,4.972777016,2.06,0.082,8.82713457,,
KOI 4129.01,0.327854194,0.73,0.0322,2.31482215,,
KOI 4136.01,0.269205183,0.69,0.0346,2.41749255,,
KOI 4136.02,0.343873514,0.74,0.0487,4.03358484,,
KOI 4139.01,2.83303589,1.35,0.0486,3.74032496,,
KOI 414.02,7.415253408,2.72,0.0656,5.92240808,,
KOI 4144.01,1.540715576,1.13,0.0198,0.975309246,,
KOI 4145.01,0.472651074,0.81,0.0418,3.25428479,,
KOI 4146.01,0.432753292,0.79,0.0419,3.50470358,,
KOI 4149.01,3.879700299,1.61,0.0953,9.54698999,,
KOI 4153.01,3.858606784,1.6,0.0516,4.626027246,,
KOI 4156.01,0.452378284,0.8,0.0571,4.85026423,,
KOI 4157.01,1.150239973,1.04,0.0523,3.82316376,,
KOI 4157.02,,,,5.2157634,,
KOI 4159.01,0.283078198,0.7,0.0187,0.971915428,,
KOI 416.03,0.377629608,0.76,0.0842,9.74768026,,
KOI 4160.01,0.714104113,0.91,0.0397,3.03195744,,
KOI 4166.01,6.376334005,2.48,0.0919,9.84261195,,
KOI 4169.01,0.659834598,0.89,0.0194,1.005207007,,
KOI 4173.01,1.897838019,1.2,0.0214,1.227986053,,
KOI 4178.01,3.734083647,1.54,0.0752,7.01607534,,
KOI 4184.01,1.189974748,1.05,0.0597,6.08004821,,
KOI 4185.01,317.8166114,3163.54,0.0394,3.035208688,,
KOI 4188.01,3.512112137,1.44,0.0711,6.96355103,,
KOI 4190.01,0.312390273,0.72,0.0442,3.43276598,,
KOI 4194.01,1.790849906,1.18,0.024,1.538188437,,
KOI 4199.01,0.25583784,0.68,0.0118,0.539915238,,
KOI 420.01,17.5682446,4.02,0.058,6.010384289,,
KOI 4205.01,0.686573514,0.9,0.0216,1.166960278,,
KOI 4207.01,0.395392364,0.77,0.0125,0.701942527,,
KOI 4208.01,2.694396714,1.33,0.037,3.05771573,,
KOI 4209.01,6.376334005,2.48,0.0824,9.9090878,,
KOI 421.01,317.8166114,12.21,0.0495,4.454194338,,
KOI 4212.01,2.183152362,1.25,0.064,5.79180156,,
KOI 4222.01,3.879700299,1.61,0.0432,3.38555488,,
KOI 4230.01,2.694396714,1.33,0.0614,5.49548621,,
KOI 4232.01,1.637835237,1.15,0.0364,2.6157554,,
KOI 4234.01,2.304558854,1.27,0.0743,6.9424334,,
KOI 424.01,317.8166114,20.99,0.0258,1.575631547,,
KOI 4241.01,2.694396714,1.33,0.0366,2.55314213,,
KOI 4246.01,1.637835237,1.15,0.0727,6.98471973,,
KOI 4246.02,3.816720598,1.58,0.0845,8.7562403,,
KOI 425.01,317.8166114,14.48,0.062,5.428344716,,
KOI 4251.01,4.256104636,1.78,0.0654,6.23968215,,
KOI 4255.01,7.091613511,2.65,0.0657,6.30560247,,
KOI 4261.01,2.124022514,1.24,0.0252,1.450886907,,
KOI 4267.01,0.832448568,0.95,0.0334,2.20829412,,
KOI 4268.01,0.156339702,0.59,0.014,0.849907889,,
KOI 4274.01,1.357929105,1.09,0.0311,1.975074,,
KOI 4287.02,0.377629608,0.76,0.0939,9.6184,,
KOI 4288.01,0.360461012,0.75,0.0682,6.28385491,,
KOI 4288.02,0.360461012,0.75,0.0872,9.0874933,,
KOI 429.01,19.98926678,4.28,0.0747,8.600104109,,
KOI 4290.01,0.395392364,0.77,0.0285,4.83817712,,
KOI 4292.01,0.147387665,0.58,0.0866,9.32807355,,
KOI 4296.01,0.452378284,0.8,0.036,2.49384426,,
KOI 430.02,0.297469107,0.71,0.0694,9.3405269,,
KOI 4300.01,4.119094078,1.72,0.0445,3.5827463,,
KOI 4301.02,2.366848187,1.28,0.0712,6.3190932,,
KOI 4302.01,0.659834598,0.89,0.0618,5.53311602,,
KOI 4304.01,2.626720866,1.32,0.0878,9.4060467,,
KOI 4312.01,0.413762478,0.78,0.0726,7.84931739,,
